Course,Distribs,Quality,Reviews
MUS020: Creative Music Theory,ART,21.0,33.0
MUS021: Melody and Rhythm,"ART, W",3.0,9.0
MUS022: Harmony and Rhythm,"ART, W",4.0,8.0
MUS023: Timbre and Form,"ART, W",2.0,2.0
MUS025: Sonic Arts I: Machine Music,TAS,2.0,4.0
MUS026: Sonic Arts II: Sound is Alive,"ART, W",0.0,1.0
MUS027.01: Emerging Musical Theater,ART,2.0,1.0
MUS030: Making Music,ART,2.0,2.0
MUS031: Songwriting,ART,2.0,1.0
MUS032: Improvisation,"ART, W",9.0,6.0
MUS033: Theories of Music,,3.0,7.0
MUS034: Sound Art Practice,"TAS, W",2.0,12.0
MUS040.06: Sounds of Totalitarianism and Resistance,"W, ART",1.0,1.0
MUS041: Musical Innovators,,2.0,1.0
MUS042: From Plato to Mozart (Early Classical Music),"ART, W",5.0,3.0
MUS043: From Beethoven to Now (Modern Classical Music),"ART, W",11.0,4.0
MUS045.03: The Music of Central Asia,"ART, NW",1.0,1.0
MUS045.04: Music and Social Justice,"ART, CI",3.0,1.0
MUS045.06: Music from the Lands of the Silk Road,"ART, NW",4.0,1.0
MUS045: Topics in World Music,,2.0,1.0
MUS046: Video Games and the Meaning of Life,"TMV, CI",48.0,17.0
MUS050: Performance Laboratories,,1.0,2.0
MUS051: Oral Tradition Musicianship,"ART, NW",52.0,17.0
MUS053.01: Keyboard Individual Instruction: Classical and Jazz Piano and Organ I,"ART, W",1.0,1.0
"MUS056.03: String Individual Instruction: Violin, Viola, Cello, Bass Viol, Electric Bass, Classical and Electrical Guitar",ART,1.0,1.0
MUS057.01: Voice Individual Instruction,,1.0,2.0
MUS070: Perspectives in Music Performance,ART,4.0,3.0
NAS007.02: America's Indian,"LIT, CI",1.0,1.0
NAS007.05: Aboriginal Pltcs in Canada,"INT, TMV",2.0,1.0
NAS007: First-Year Seminars in Native American Studies,,1.0,17.0
NAS008: Perspectives in Native American Studies,"SOC, CI",19.0,16.0
NAS011: Ancient Native Americans,"SOC, NW",1.0,2.0
NAS013: Feast and Forest,"TMV, CI",3.0,1.0
NAS014: The Invasion of America: American Indian History Pre-Contact to 1800,"SOC, NW",11.0,12.0
NAS015: American Indians and American Expansion: 1800 to 1924,"SOC, NW",3.0,5.0
NAS022: Native American Lives,"SOC, CI",1.0,5.0
NAS025: Indian Country Today,"SOC, NW",20.0,30.0
NAS030.19: Indigistory-Dartmouth and Beyond: Digital Storytelling in American Indian Communities and Contexts,"LIT, NW",2.0,1.0
NAS030.20: The World Turned Upside Down: An Indigenous History of the Andes after the Spanish Invasion,"SOC, NW",1.0,2.0
NAS030.21: Native American Art and Material Culture,"ART, NW",3.0,2.0
NAS030: Special Topics in Native American Studies,,1.0,1.0
NAS032: Indian Killers: Murder and Mystery in Native American Literature and Film,"LIT, CI",1.0,3.0
NAS034: Native American Oral Traditional Literatures,"LIT, NW",2.0,10.0
NAS035: Native American Literature,"LIT, NW",4.0,1.0
NAS036: Indigenous Nationalism: Native Rights and Sovereignty,"INT, SOC, NW",1.0,2.0
NAS040: Language Revitalization,"SOC, CI",-2.0,1.0
NAS045: American Indian Intellectuals,,0.0,2.0
NAS048: Indians and European Political Thought: 1492-1832,"TMV, W",1.0,1.0
NAS050: Federal Indian Law,"SOC, NW",5.0,1.0
NAS056: Indigenous North American Borderlands,"NW, INT, SOC",3.0,2.0
NAS080: Advanced Seminars in Native American Studies,"LIT, NW",1.0,1.0
PBPL005: Introduction to Public Policy,"SOC, W",25.0,80.0
PBPL026: Health Politics and Policy,"SOC, W",7.0,2.0
PBPL040: Economics of Public Policymaking,"SOC, W",9.0,18.0
PBPL041: Writing and Speaking Public Policy,"ART, W",10.0,4.0
PBPL042: Ethics and Public Policy,"TMV, W",3.0,2.0
"PBPL044: Polling, Public Opinion, and Public Policy","SOC, W",2.0,1.0
PBPL045: Introduction to Public Policy Research,"SOC, W",5.0,16.0
PBPL046: Policy Implementation,"SOC, W",0.0,1.0
PBPL083.02: Public Policy and Politics,W,-1.0,1.0
PBPL085: Topics in Global Policy Leadership,"INT, SOC, NW",1.0,3.0
PBPL091: Independent Study in Public Policy,,0.0,1.0
PHIL001.01: The Problems of Philosophy,TMV,5.0,2.0
PHIL001.03: Philosophy and Economics,TMV,6.0,2.0
"PHIL001.04: God, Darwin, and the Cosmos",TMV,1.0,4.0
"PHIL001.05: Reasons, Values, Persons",TMV,13.0,6.0
PHIL001.08: Philosophy of Time & Time Travel,TMV,17.0,2.0
"PHIL001.09: Science, Superstition, and Skepticism",TMV,14.0,6.0
"PHIL001.10: Minds, Meanings, and Images",TMV,0.0,1.0
"PHIL001.11: True, Beautiful, Nasty: Philosophy and The Arts",TMV,5.0,2.0
"PHIL001.16: Morality, Freedom, and the Mind",TMV,13.0,4.0
"PHIL001.18: The Self in Philosophy, Psychology, and Neuroscience",TMV,12.0,5.0
PHIL003: Reason and Argument,TMV,15.0,109.0
PHIL004: Philosophy and Gender,"TMV, CI",1.0,3.0
PHIL005: Philosophy and Medicine,TMV,11.0,2.0
PHIL006: Logic and Language,QDS,19.0,45.0
PHIL007.01: Contemporary Moral Issues,TMV,10.0,5.0
PHIL007: First-Year Seminars in Philosophy,,6.0,39.0
PHIL008: Introduction to Moral Philosophy,TMV,18.0,35.0
PHIL009.01: Reproductive Ethics,TMV,4.0,2.0
PHIL009.02: Environmental Ethics,TMV,5.0,1.0
"PHIL009.07: Ethics of Freedom, Paternalism, and Intervention",TMV,4.0,3.0
PHIL009: Applied Ethics,TMV,4.0,28.0
PHIL010: Philosophy and Cognitive Science,TAS,1.0,1.0
PHIL011: Ancient Greek and Roman Philosophy,"TMV, W",5.0,17.0
PHIL013: Early Modern Philosophy,"W, TMV",1.0,16.0
PHIL016.01: Self-Consciousness in German Idealism,"TMV, W",-1.0,2.0
"PHIL016.02: Kant on Moral, Legal, and Political Philosophy","TMV, W",0.0,1.0
PHIL016: Late Modern Philosophy,,1.0,9.0
PHIL019.02: Transcendental Philosophy in Husserl and Heidegger,"TMV, W",1.0,1.0
PHIL021: Philosophy of Human Nature,,2.0,3.0
PHIL022: Feminism and Philosophy,"CI, TMV",3.0,4.0
PHIL023: Art and Aesthetics,,1.0,5.0
PHIL024: Law and Philosophy,"TMV, W",8.0,20.0
PHIL025: Philosophy of Cognitive Science,TAS,4.0,17.0
PHIL026: Philosophy and Computers,TAS,3.0,36.0
PHIL027: Philosophy of Science,TMV,1.0,1.0
PHIL028: Phenomenology and Existentialism,"TMV, W",1.0,1.0
PHIL029.02: The Infinite,TMV,1.0,1.0
PHIL029: Philosophy of Logic and Mathematics,,1.0,1.0
PHIL030: Epistemology and Methodology,TMV,4.0,9.0
PHIL031: Metaphysics,TMV,1.0,12.0
PHIL032: Intermediate Logic,QDS,2.0,2.0
PHIL034: Language and Thought,TMV,2.0,9.0
PHIL035.01: Theories of Consciousness,TMV,2.0,2.0
PHIL035: Mind and Psychology,TMV,2.0,17.0
PHIL037: Ethical Theory,TMV,-1.0,11.0
PHIL038: Social and Political Philosophy,TMV,1.0,1.0
PHIL045.03: Consent in Philosophy and Law,TMV,2.0,1.0
PHIL050.31: Classics of Modern Aesthetics,TMV,0.0,1.0
PHIL050: Advanced Seminar in Philosophy,,1.0,16.0
PHIL060: Foreign Study in Philosophy I,TMV,1.0,3.0
PHIL061: Foreign Study in Philosophy II,TMV,1.0,3.0
"PHIL080.28: Reasons, Value, and Well-Being",TMV,1.0,1.0
PHIL080: Culminating Experience in Philosophy,,2.0,10.0
"PHYS001: Understanding the Universe: From Atoms to the Big Bang, with Laboratory",SLA,7.0,88.0
PHYS002: Understanding the Universe: From Atoms to the Big Bang,SCI,12.0,84.0
PHYS003: General Physics I,SLA,19.0,298.0
PHYS004: General Physics II,SLA,4.0,83.0
PHYS007.06: The Origin of the Universe,SCI,1.0,3.0
PHYS007.07: Nanotechnology and Society,SCI,4.0,5.0
PHYS007: First-year Seminars in Physics,,5.0,28.0
PHYS013: Introductory Physics I,SLA,26.0,248.0
PHYS014: Introductory Physics II,SLA,30.0,115.0
"PHYS015: Introductory Physics I, Honors Section",SLA,35.0,104.0
"PHYS016: Introductory Physics II, Honors Section",SLA,9.0,38.0
PHYS019: Relativistic and Quantum Physics,SCI,6.0,36.0
PHYS022: Appl Math Methods Physicist,SCI,2.0,2.0
PHYS031.04: Research Methods in 21st Century Astronomy,SLA,1.0,1.0
PHYS040: Quantum Physics of Matter,SCI,10.0,5.0
PHYS041: Electricity and Magnetism,SCI,3.0,21.0
PHYS042: Introductory Quantum Mechanics,SCI,4.0,15.0
PHYS043: Statistical Physics,SCI,3.0,31.0
PHYS044: Mechanics,SCI,4.0,7.0
PHYS047: Optics,SLA,3.0,10.0
PHYS050: Introductory Quantum Mechanics,SCI,1.0,2.0
PHYS066: Relativistic Electrodynamics,SCI,1.0,3.0
PHYS068: Introductory Plasma Physics,SCI,1.0,5.0
PHYS072: Introductory Particle Physics,SCI,2.0,3.0
PHYS073: Introductory Condensed Matter Physics,SCI,1.0,3.0
PHYS075: Quantum Computation and Information,QDS,3.0,6.0
PHYS076: Methods of Experimental Physics,SLA,1.0,4.0
PHYS077: Introduction to General Relativity and Gravitation,SCI,4.0,1.0
PHYS082.02: Introductory Mathematical Methods for Physicists,QDS,3.0,1.0
PHYS092: Physics of the Early Universe,SCI,3.0,1.0
PORT001: Portuguese I,,1.0,2.0
PORT003: Portuguese III,,0.0,1.0
PORT007.01: Coloring Brazil,,2.0,2.0
PORT011: Intensive Portuguese,,2.0,2.0
PORT012: Introduction to Brazilian Literature,"LIT, NW",1.0,3.0
PORT061.03: ShortStoryLusophoneLit,"LIT, NW",0.0,1.0
PSYC001: Introductory Psychology,SOC,208.0,349.0
PSYC006: Introduction to Neuroscience,SCI,84.0,138.0
PSYC007.02: Brain Evolution,SCI,-11.0,6.0
PSYC007.03: Credulity & Pseudoscience,SOC,2.0,2.0
PSYC007: First-Year Seminars in Psychology,,7.0,31.0
"PSYC010: Experimental Design, Methodology, and Data Analysis Procedures",QDS,23.0,141.0
PSYC011: Laboratory in Psychological Science,SLA,1.0,73.0
PSYC021: Perception,SCI,17.0,75.0
PSYC022: Learning,SOC,9.0,87.0
PSYC023: Social Psychology,SOC,46.0,134.0
PSYC024: Abnormal Psychology,SOC,53.0,152.0
PSYC025: Developmental Psychology,SOC,9.0,27.0
PSYC026: Physiological Psychology,,7.0,57.0
PSYC027: Cognitive Neuroscience,SCI,4.0,2.0
PSYC028: Cognitive Psychology,SOC,3.0,14.0
PSYC036: Systems Neuroscience with Laboratory,SLA,1.0,2.0
PSYC037: Behavioral Neuroscience,SCI,3.0,2.0
PSYC038: Cognitive Neuroscience,SCI,1.0,1.0
PSYC040: Introduction to Computational Neuroscience,SCI,0.0,11.0
PSYC043: Emotion,SOC,1.0,1.0
PSYC044: Psychology and Organizations,SOC,2.0,4.0
PSYC045: Behavioral Neuroscience,SCI,2.0,2.0
PSYC046: Cellular and Molecular Neuroscience,SCI,3.0,8.0
PSYC050.01: Neuroscience of Mental Illness,SCI,2.0,3.0
PSYC050.02: Decision Making: Linking Behavior to Brain,SCI,1.0,2.0
"PSYC050.09: Motivation, Drugs, and Addiction",SCI,-1.0,3.0
PSYC050: Issues in Neuroscience,,4.0,55.0
PSYC051.01: The Neuroscience of the mind-body problem,SOC,2.0,1.0
PSYC051.02: Face Perception,SOC,1.0,1.0
PSYC051.09: Human Memory,SOC,1.0,1.0
PSYC051.12: Visual Intelligence,SCI,0.0,1.0
PSYC051: Issues in Information Processing,,1.0,14.0
PSYC052.04: Adolescent Risk Behaviors: Corporate and Environmental Influences,SOC,3.0,2.0
PSYC052.05: Science and Pseudoscience in the Study of Human Behavior,SOC,4.0,1.0
PSYC052.06: Typical and Atypical Neurodevelopment,SCI,0.0,2.0
PSYC052: Issues in Learning and Development,,10.0,87.0
PSYC053.10: Social and Affective Motivations in Decision-making,SOC,4.0,1.0
PSYC053.12: The Behavior of Groups,SOC,0.0,1.0
PSYC053.13: Social Neuroscience,SOC,3.0,3.0
PSYC053.14: Social Neurocognition,SOC,4.0,1.0
PSYC054.05: Neuromarketing and Consumer Neuroscience,SOC,3.0,1.0
PSYC054.06: Dementia: From Synapse to Society,SOC,2.0,1.0
PSYC059: An Introduction to Pscyhological Assessment,SOC,7.0,25.0
PSYC060: Principles of Human Brain Mapping with fMRI,TLA,1.0,14.0
PSYC063: Experimental Study of Human Interaction,SOC,3.0,9.0
PSYC065: Systems Neuroscience with Laboratory,SLA,4.0,12.0
PSYC081.09: Storytelling with Data,,2.0,1.0
PSYC083: Seminar Courses,,4.0,20.0
QSS015: Introduction to Data Analysis,QDS,16.0,26.0
QSS017: Data Visualization,TLA,12.0,13.0
QSS018: Introduction to Game Theory,QDS,18.0,5.0
QSS020: Modern Statistical Computing,TAS,1.0,1.0
QSS030.01: Sports Analytics,QDS,4.0,1.0
QSS030.04: Evolutionary Game Theory and Applications,"SOC, QDS",7.0,4.0
QSS030.17: Unstalling the Stalled Revolution: Gender (In)equality at Work and at Home,"SOC, W",0.0,1.0
QSS036: Mathematical Models in the Social Science,TAS,2.0,1.0
QSS041: Analysis of Social Networks,QDS,1.0,4.0
QSS054: Chasing the (Causal) Dragon: Intermediate Quantitative Data Analysis for Sociologists,QDS,1.0,1.0
REL001.01: What Matters,"INT, TMV",19.0,8.0
REL001.04: Beginnings and Ends of Time,"INT, TMV",0.0,1.0
REL001.05: Religion and Gender,"INT, TMV",1.0,1.0
REL001.07: Getting It: Sex and Religion,"TMV, W",-2.0,2.0
REL001.08: The Religion of Things,TMV,1.0,1.0
REL001.09: Religion and Drugs,SOC,1.0,1.0
"REL001.11: Sisters, Sages, Seekers: Women and Religion",TMV,2.0,2.0
REL001: Topics in the Study of Religion,,9.0,146.0
REL002.01: Religions of Southeast Asia,"NW, TMV",1.0,1.0
REL002: Topics in the Religions of Southeast Asia,"INT, TMV",2.0,2.0
REL003: Topics in Indigenous Religions,,2.0,16.0
REL004: Religion of Israel: The Hebrew Bible (Old Testament),"TMV, W",3.0,9.0
REL005: Early Christianity: The New Testament,"TMV, W",6.0,27.0
REL006: Introduction to Judaism,"TMV, W",2.0,7.0
REL007.08: Is Dartmouth a Religion?,TMV,1.0,2.0
REL007.09: Living with the Dead,"CI, TMV",2.0,1.0
REL007: First-Year Seminars in Religion,,6.0,30.0
REL008: Introduction to Islam,"TMV, NW",10.0,25.0
REL009: Hinduism,"TMV, NW",2.0,13.0
REL010: The Religions of China,"TMV, NW",3.0,22.0
REL011.01: God and Money,TMV,3.0,1.0
REL011: Religion and Morality,TMV,6.0,60.0
REL012: Religion in North America,"TMV, W",15.0,35.0
"REL013: Sports, Ethics & Religion","TMV, W",1.0,4.0
REL014: Introduction to African Religions,"NW, TMV",1.0,1.0
REL015.01: Other Christs: Introduction to Eastern Christianity,TMV,1.0,2.0
"REL015: Christians, Christianity, Christendom: A History","TMV, W",2.0,20.0
REL016.01: An Introduction to Islam,"NW, TMV",3.0,3.0
REL016: Intermediate Courses in the Islamic Religious Traditions,"TMV, NW",-2.0,20.0
REL017: African Religions of the Americas,,2.0,6.0
REL018: Indian Buddhism,"TMV, NW",11.0,5.0
REL019.15: God and Money,,2.0,1.0
REL019.19: Religion and Technology,TMV,2.0,2.0
REL019.21: Tibetan Buddhism,"TMV, NW",3.0,5.0
REL019.29: Women and Religion in Japan,TMV,5.0,5.0
"REL019.35: Magic, Miracles, and the Prophet Muhammad","NW, TMV",4.0,1.0
REL019.36: Putin's Sacred Reign,TMV,1.0,1.0
REL019: Special Topics in Religion-Introductory Level,,1.0,7.0
REL020.05: What is Religion?,"INT, TMV, NW",4.0,3.0
REL020.06: Shamanism: The Agony and the Ecstasy,"NW, TMV, INT",1.0,2.0
REL021.03: Religion and the Rise of Capitalism,"W, TMV",2.0,3.0
REL021: Religion and Western Thought,,1.0,8.0
REL022: Modern Judaism,"TMV, W",2.0,7.0
REL023: Jewish Mysticism,"TMV, W",1.0,7.0
REL024: Infinity and Ethics: Modern Jewish Mysticism and Philosophy,,1.0,1.0
REL026: Islam in America,"TMV, W",0.0,1.0
REL027: The Qur'an and the Prophet,"TMV, NW",1.0,1.0
REL028.03: Muslim Feminism,"INT, SOC, NW",-1.0,1.0
REL028.04: Gender in Islam,"TMV, NW",1.0,1.0
REL029.01: Religion in the Modern World,"INT, TMV",1.0,1.0
REL029: Modern Religion,,2.0,7.0
REL030.01: Sacred Cities: Rome,"TMV, W",1.0,1.0
"REL031: Sex, Celibacy, and the Problem of Purity: Asceticism and the Human Body in Late Antiquity","TMV, W",3.0,3.0
"REL033: Christians, Jews, and Muslims in the Age of the Crusades","TMV, W",2.0,2.0
"REL034: Christianity and Conversion in the Northern World: Vikings, Celts, and Anglo-Saxons","TMV, W",2.0,3.0
REL035: Religion and Science,,1.0,2.0
REL036: Sin and Story,LIT,2.0,2.0
REL038: Spiritual Autobiography,TMV,4.0,2.0
"REL039: Magic, Madwomen, and Mystics","TMV, W",6.0,1.0
REL040.07: Hindus and Muslims in India,"TMV, NW",1.0,1.0
REL040: Topics in the Religions of South and Southeast Asia,,1.0,7.0
REL041.02: Buddhism and Film,"TMV, NW",3.0,2.0
"REL041.03: The Struggle for Liberation: Women, Monasticism, and Buddhism","INT, NW",1.0,1.0
REL041.04: Buddhist Meditation Theory,"TMV, NW",7.0,4.0
REL041.05: Tibetan Buddhism,"NW, TMV",1.0,2.0
REL041: Topics in the Study of Buddhism,,1.0,2.0
REL046: Daoism: Transformations of Tradition,"NW, TMV",1.0,11.0
REL047: Buddhism in China,"TMV, NW",3.0,4.0
REL048: Body and Sex in Chinese Religions,,1.0,13.0
REL050: Talking to the Dead,"TMV, CI",2.0,1.0
REL052: Religion and Music in Cuba,,1.0,2.0
REL054: African American Religion and Culture in Jim Crow America,"TMV, ART, CI",0.0,1.0
REL055: Ancient Egyptian Religion,"TMV, NW",-1.0,1.0
REL056: Women and the Bible,"TMV, CI",2.0,4.0
REL057.02: The Jewish Jesus,"W, TMV",3.0,2.0
REL057.06: History of Heaven,TMV,3.0,1.0
REL057: Readings in the Biblical Tradition,,1.0,3.0
REL060: Reformations: Protestant and Catholic,"TMV, W",4.0,3.0
REL061: Religion and the Civil Rights Movement,"SOC, CI",2.0,1.0
"REL062: Religion, Politics, and the Presidency","SOC, W",1.0,2.0
"REL065: Sports, Ethics & Religion","TMV, W",2.0,1.0
"REL066: Women, Religion, and Social Change in Africa","SOC, NW",1.0,1.0
REL067: Religion And Imperialism,"SOC, INT, CI",3.0,6.0
REL070: Foreign Study in Religion I,TMV,4.0,5.0
REL074: Special Topics in Religion-Intermediate Level,,4.0,5.0
REL080: Seminars,,2.0,11.0
REL085: Senior Colloquium,TMV,1.0,3.0
RUSS001: Introductory Russian,,11.0,31.0
RUSS002: Introductory Russian,,6.0,13.0
RUSS003: Introductory Russian,,3.0,9.0
RUSS007.02: Peoples of Former U.S.S.R.,"INT, LIT",0.0,1.0
RUSS007: First-Year Seminar in Russian,,4.0,21.0
RUSS010: Introduction to Russian Civilization,"TMV, CI",4.0,12.0
RUSS011: Special Topics in Russian Culture,,1.0,2.0
"RUSS013: Slavic Folklore: Vampires, Witches and Firebirds","INT, LIT, W",26.0,126.0
RUSS017: Russian Fairy Tales,"LIT, W",2.0,2.0
RUSS021: Russian Civilization: Study Abroad,"INT, SOC, W",1.0,2.0
RUSS022: The Russian Language: Study Abroad,W,1.0,1.0
RUSS023: The Russian Language: Study Abroad,W,1.0,1.0
RUSS027: Intermediate Russian I,,3.0,9.0
RUSS028: Intermediate Russian II,,2.0,4.0
RUSS029: Intermediate Russian III,,1.0,2.0
RUSS031: The World as Word: 19th Century Russian Fiction,"LIT, W",9.0,11.0
RUSS032: Reading Red: 20th Century Russian Fiction,"LIT, W",2.0,8.0
"RUSS033: Reading Russia Today: Avant-Gardes, Dystopias and Dreamers","LIT, W",3.0,2.0
RUSS035: Dostoevsky and the Problem of Evil,"LIT, W",4.0,37.0
RUSS036: The Seer of the Flesh&quot;: Tolstoy's Art and Thought,"LIT, W",5.0,11.0
"RUSS038.06: Nothing is True and Everything is Possible: Politics, Media, and Religion in Post-Soviet Russia","LIT, W",8.0,2.0
"RUSS038: Special Topics in Russian Literature, Culture and Area Studies",,1.0,2.0
"RUSS042: Advanced Russian through History, Press and Film",,1.0,6.0
RUSS050.01: Russia and the West: From Early Times to Present Day,"INT, SOC, W",0.0,3.0
RUSS071: Advanced Seminar in Russian Culture,"LIT, W",2.0,4.0
SART015: Drawing I,ART,94.0,191.0
SART016: Sculpture I,ART,18.0,49.0
SART017.08: Digital Drawing,ART,2.0,2.0
SART017: Special Topics: Collage,,2.0,1.0
SART020: Drawing II,ART,3.0,10.0
SART021: Sculpture II,ART,2.0,4.0
SART022: Figure Drawing,ART,6.0,15.0
SART023: Figure Sculpture,ART,1.0,3.0
SART025: Painting I,ART,5.0,35.0
SART026: Printmaking I: Lithography,ART,3.0,4.0
SART027: Printmaking I,ART,3.0,14.0
SART028: Printmaking II,ART,1.0,3.0
SART029: Photography I - The Intentional Photograph,ART,4.0,21.0
SART030: Photography II - The Nature of Photography,ART,2.0,6.0
SART031: Painting II,ART,4.0,12.0
SART065: Architecture I,ART,7.0,22.0
SART066: Architecture II,ART,2.0,9.0
SART071: Drawing III,ART,1.0,2.0
SART072: Painting III,ART,1.0,5.0
SART073: Sculpture III,ART,1.0,2.0
SART075: Photography III - Contemporary Photography & Research,ART,1.0,2.0
SART076: Senior Seminar I,ART,1.0,4.0
SART077: Senior Seminar II,ART,1.0,2.0
SOCY001: Introductory Sociology,"SOC, W",48.0,101.0
SOCY002: Social Problems,"SOC, W",17.0,43.0
SOCY007.01: Race and Ethnicity,"SOC, W",10.0,6.0
SOCY007.03: 20th Century Revolutions,"INT, SOC, NW",-2.0,2.0
SOCY007.07: US Social Stratification,SOC,3.0,2.0
SOCY007: First-Year Seminars in Sociology,,9.0,54.0
SOCY010: Quantitative Analysis of Social Data,QDS,12.0,38.0
SOCY011: Research Methods,SOC,5.0,26.0
SOCY015: Sociological Classics,TMV,1.0,4.0
SOCY016: Constructing Social Theory,SOC,1.0,10.0
"SOCY020: Sex, Death, and Migration – Or How We Learned to Stop Worrying and Love the (Population) Bomb","SOC, INT",4.0,3.0
SOCY021: Political Sociology,"SOC, W",1.0,9.0
SOCY022: The Sociology of International Development,INT,3.0,11.0
SOCY023: Social Movements,"SOC, W",5.0,4.0
SOCY025: Democracy and Democratization in Developing Countries,"INT, SOC, NW",2.0,7.0
"SOCY026: Capitalism, Prosperity and Crisis","SOC, W",-2.0,5.0
SOCY027: Organizations in Society,"SOC, W",7.0,18.0
SOCY028: Health Care and Health Care Policy,"SOC, W",6.0,21.0
SOCY029: The Sociology of Work,,1.0,5.0
SOCY030: Deviance and Social Control,"SOC, W",4.0,6.0
SOCY031: Youth and Society,"SOC, CI",3.0,5.0
SOCY032: The Social Meanings of Home,"SOC, W",2.0,11.0
SOCY034: Health Disparities,SOC,7.0,2.0
SOCY035: Sociology of Mental Health,SOC,6.0,1.0
SOCY039: Reproductive Rights and Technologies,,6.0,63.0
SOCY042: Racism in Asian America,"SOC, CI",2.0,1.0
SOCY044: Complexities of Latino Identity,"SOC, W",2.0,1.0
SOCY047: Race and Ethnicity in the U.S.,"SOC, W",8.0,17.0
"SOCY048: Immigration, Race and Ethnicity","SOC, CI",8.0,8.0
SOCY049.18: Third World Revolutions,"INT, SOC, NW",-2.0,1.0
SOCY049: Lower Division Special Topics Courses,,1.0,6.0
SOCY050: Sociology of Law,"SOC, W",2.0,5.0
SOCY055: Poverty and Public Policy in the U.S.,,1.0,1.0
SOCY056: Sociology of Gender,SOC,2.0,1.0
SOCY061: Unstalling the Stalled Revolution: Gender (In)equality at Work and at Home,"SOC, W",2.0,2.0
"SOCY062: Love, Romance, Intimacy and Dating",SOC,3.0,14.0
SOCY063: Trust in Society,SOC,1.0,3.0
SOCY064: The Sociology of Emotion,,2.0,1.0
SOCY066: Markets and Management,"SOC, W",2.0,14.0
SOCY067: The Political Power of Ideas,,3.0,5.0
SOCY068: Global Health Systems,"INT, NW",3.0,2.0
SOCY069: The Sociology of Globalization,"INT, SOC",1.0,10.0
"SOCY074: Professionals, Policy and Practice",SOC,1.0,1.0
SOCY079.09: Global Inequality Protests,"INT, NW, SOC, CI",2.0,2.0
SOCY079.12: Neighborhoods and Health,SOC,0.0,1.0
SOCY079: Upper Division Special Topics Courses,,1.0,2.0
SOCY091: The Sociological Imagination,"SOC, W",3.0,11.0
SPAN001: Spanish I,,92.0,160.0
SPAN002: Spanish II,,121.0,206.0
SPAN003: Spanish III,,89.0,158.0
SPAN005: Language Study Abroad,"W, NW",4.0,9.0
SPAN006: Language Study Abroad,"LIT, NW",1.0,9.0
SPAN007.02: Mural Art in Mexico & U.S.,"ART, W",2.0,6.0
SPAN007.07: Don Quixote in Lit and Film,"W, LIT, INT",0.0,4.0
SPAN007.08: Cognitive Don Quixote,"W, LIT",2.0,1.0
SPAN007: First-Year Seminars in Spanish and Spanish-American Literature,,1.0,12.0
SPAN009: Culture and Conversation: Advanced Spanish Language,,73.0,177.0
SPAN020: Writing and Reading: A Critical and Cultural Approach,LIT,20.0,32.0
SPAN021: Traditional and Contemporary Andean Cosmogonies and Cultural Production: A Historical Approach,"SOC, NW",3.0,14.0
SPAN023: Argentine Cultural Heritage,"ART, NW",2.0,2.0
SPAN024: Spanish Cultural Heritage,"ART, W",1.0,6.0
SPAN030: Introduction to Hispanic Studies I: Middle Ages-17th Century,"LIT, W",7.0,19.0
SPAN031: Introduction to Hispanic Studies II: 18th and 19th Centuries,"LIT, W",8.0,22.0
SPAN032: Introduction to Hispanic Studies III: 20th-21st Centuries,"LIT, W",8.0,30.0
"SPAN033: Argentine Civilization: Society, Culture and Politics in Argentina","SOC, NW",1.0,1.0
"SPAN034: Society, Culture and Politics in Spain","SOC, W",1.0,5.0
SPAN035: Studies in Spanish-American Literature and Culture,"LIT, NW",1.0,3.0
SPAN036: Studies in Modern and Contemporary Spanish Literature,"LIT, W",1.0,6.0
SPAN040.06: Love and all that Comes with It,"LIT, W",1.0,1.0
SPAN040: Hispanic Literature and Culture by Period,,1.0,11.0
SPAN043.05: Drawn to Resist: The Latin American Comics,"ART, NW",1.0,1.0
"SPAN043.06: Tango Argentino: Music, Dance, Poetry, Community","ART, NW",2.0,1.0
"SPAN045.01: Politics of Inequality. Economy, Social Struggle, and the 19th Century Latin American Novel","LIT, NW",2.0,1.0
SPAN055.05: Indignant Spain: Crisis and New Social Movements Today,"SOC, W",1.0,1.0
SPAN060: Race and Ethnicity in Hispanic Studies,,2.0,3.0
SPAN063.05: Latin American Film: Brazil,"ART, NW",2.0,1.0
SPAN063.11: Blood Cinema. Spanish Movies from 1926 to 2019,"W, ART",1.0,1.0
SPAN063: Hispanic Film Studies,,2.0,4.0
"SPAN065: Hispanic Performance, Media, and the Arts",,1.0,12.0
SPAN070: Great Works of Hispanic Literature: Don Quixote and One Hundred Years of Solitude,,1.0,4.0
"SPAN072: Latin American and Latina Women: Gender, Culture, Literature",,1.0,2.0
SPAN073: Special Topics in Hispanic Literary and Cultural Production,,1.0,2.0
SPAN075: Creative Writing in Spanish,,2.0,4.0
SPAN077: Texts and Contexts: Topics in Writing,,3.0,2.0
SPAN078: Living in the Borderlands: Latino/a Culture and Identity,,1.0,9.0
"SPAN079: Latino/a Literature: Between Literary Traditions, Languages, and Cultures",,1.0,9.0
SPAN080.20: The &quot;Spanish Craze&quot;: Hispanic Culture in the United States,"W, LIT",0.0,1.0
SPAN080: Senior Seminar in Hispanic Studies,,2.0,9.0
SPEE020.01: Public Speaking,ART,6.0,1.0
SPEE020.02: Public Speaking,ART,3.0,3.0
